Time [s];Velocity [km/h]]];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
7.6;38.88;475;40.85;34.97;0.15;0;362.01;-44.61;-1;-1;64.8;75.5;8;88;4.64;4660;4640;0;1;363.04;12.75;-1.5;-1.07;59;85;56;-0.27;5;10;55.79;63.68;57.02;28.55;28.46;40;37.18;13.26;-1.61;-1.37;2.34;5.93;7.79;9.6;6.82;9.19;7.95;8.08
7.7;38.96;475;41;29.63;0.14;0;362.89;-41.29;-1;-1;64.8;75.5;8;88;4.64;4660;4640;0;1;364.04;12.75;-1.5;-1.08;59;85;56;-0.24;5;10;55.8;63.68;57.02;28.58;28.48;40.01;37.21;13.28;-1.61;-1.36;2.33;5.91;7.81;9.58;6.83;9.2;7.97;8.08
7.8;39.07;475;41;28.23;0.09;0;363.49;-39.99;-1;-1;64.8;75.5;8;88;4.64;4659.61;4640;0;1;365;12.75;-1.5;-1.08;59;85;56;-0.22;5;10;55.81;63.68;57.03;28.59;28.5;40.02;37.24;13.31;-1.61;-1.35;2.32;5.92;7.81;9.57;6.85;9.21;7.99;8.08
7.9;39.04;475;41;26.13;0.18;0;364.01;-38.63;-1;-1;64.8;75.5;8;88;4.64;4649.61;4640;0;1;365;12.75;-1.5;-1.08;59;85;56;-0.2;5;10;55.82;63.68;57.04;28.6;28.52;40.04;37.26;13.34;-1.61;-1.33;2.34;5.97;7.81;9.59;6.85;9.21;8;8.08
8;39.18;475;41;25.23;0.12;0;364.36;-37.13;-1;-1;64.8;75.5;8;88;4.64;4640.4;4640;0;1;365.02;12.75;-1.5;-1.08;59;85;56;-0.17;5;10;55.83;63.68;57.04;28.61;28.53;40.05;37.27;13.38;-1.61;-1.32;2.36;6.02;7.8;9.61;6.83;9.21;8.02;8.08
8.1;39.27;475;41;22.63;0.1;0;364.65;-35.94;-1;-1;64.8;75.5;8;88;4.64;4650.4;4640;0;1;365.52;12.75;-1.5;-1.08;59;85;56;-0.15;5;10;55.84;63.68;57.04;28.62;28.55;40.07;37.29;13.41;-1.61;-1.3;2.39;6.08;7.79;9.62;6.81;9.21;8.04;8.08
8.2;39.39;475;41;22.87;0.12;0;364.8;-35.44;-1;-1;64.8;75.5;8;88;4.64;4660;4640;0;1;366;12.75;-1.5;-1.08;59;85;56;-0.16;5;10;55.85;63.68;57.04;28.63;28.57;40.09;37.31;13.45;-1.61;-1.28;2.42;6.13;7.78;9.64;6.79;9.21;8.06;8.08
8.3;39.37;475;41;22.5;0.08;0;365.01;-34.83;-1;-1;64.8;75.5;8;88;4.64;4660;4640;0;1;366;12.75;-1.5;-1.08;59;85;56;-0.17;5;10;55.85;63.68;57.04;28.64;28.59;40.11;37.33;13.48;-1.61;-1.27;2.44;6.18;7.77;9.66;6.78;9.21;8.07;8.08
8.4;39.46;475;41.13;21.24;0.06;0;365.36;-33.98;-1;-1;64.8;75.5;8;88;4.68;4659.61;4640;0;1;366.02;12.75;-1.5;-1.08;59;85;56;-0.18;5;10;55.86;63.68;57.04;28.65;28.6;40.12;37.34;13.51;-1.61;-1.25;2.47;6.23;7.76;9.68;6.76;9.21;8.09;8.08
8.5;39.52;475;41;19.13;0.09;0;365.66;-33.1;-1;-1;64.8;75.5;8;88;4.68;4649.61;4640;0;1;366.52;12.75;-1.5;-1.08;59;85;56;-0.18;5;10;55.87;63.68;57.04;28.66;28.62;40.14;37.36;13.55;-1.61;-1.23;2.49;6.29;7.75;9.69;6.74;9.21;8.11;8.08
8.6;39.67;475;41.33;19.23;0.03;0;365.86;-32.15;-1;-1;64.8;75.5;8;88;4.68;4639.61;4640;0;1;367;12.75;-1.5;-1.08;59;85;56;-0.19;5;10;55.88;63.68;57.04;28.66;28.64;40.16;37.38;13.58;-1.61;-1.21;2.52;6.34;7.74;9.71;6.72;9.21;8.13;8.08
8.7;39.76;475;41.33;18.13;0.03;0;365.98;-31.75;-1;-1;64.8;75.5;8;88;4.68;4629.61;4640;0;1;367;12.62;-1.5;-1.08;59;85;56;-0.2;5;10;55.89;63.68;57.04;28.67;28.66;40.18;37.4;13.62;-1.61;-1.2;2.55;6.39;7.74;9.73;6.71;9.21;8.14;8.08
8.8;39.84;475;41.48;19;0.04;0;365.93;-32.55;-1;-1;64.8;75.5;8;88;4.68;4620;4640;0;1;367;12.5;-1.5;-1.08;59;85;56;-0.21;5;10;55.9;63.68;57.04;28.69;28.67;40.19;37.41;13.65;-1.61;-1.18;2.57;6.44;7.75;9.75;6.69;9.21;8.16;8.08
8.9;39.9;475;41.33;18.77;0.11;0;365.87;-33.12;-1;-1;64.8;75.5;8;88;4.68;4620;4640;0;1;367;12.5;-1.5;-1.08;59;85;56;-0.21;5;10;55.91;63.68;57.04;28.7;28.69;40.21;37.43;13.68;-1.61;-1.15;2.58;6.5;7.79;9.79;6.67;9.21;8.18;8.07
9;40.04;475;41.44;18.5;0.11;0;365.77;-33.17;-1;-1;64.8;75.5;8;88;4.68;4620.39;4640;0;1;367.02;12.5;-1.5;-1.08;59;85;56;-0.22;5;10;55.92;63.68;57.05;28.72;28.71;40.21;37.45;13.71;-1.61;-1.13;2.58;6.55;7.84;9.82;6.65;9.21;8.2;8.06
9.1;40.09;475;41.33;19.5;0.01;0;365.73;-33.09;-1;-1;64.8;75.5;8;88;4.68;4630.39;4640;0;1;367.52;12.63;-1.5;-1.08;59;85;56;-0.23;5;10;55.92;63.68;57.06;28.74;28.72;40.22;37.47;13.74;-1.61;-1.1;2.58;6.6;7.88;9.86;6.64;9.21;8.21;8.05
9.2;40.18;475;41.33;18.87;0.04;0;365.83;-32.74;-1;-1;64.8;75.5;8;88;4.68;4640;4640;0;1;368;12.75;-1.5;-1.08;59;85;56;-0.24;5;10;55.93;63.68;57.07;28.76;28.74;40.23;37.48;13.76;-1.61;-1.08;2.58;6.65;7.92;9.89;6.62;9.21;8.23;8.04
9.3;40.2;475;41.18;18.63;0;0;365.93;-32.45;-1;-1;64.8;75.5;8;88;4.68;4640;4640;0;1;368;12.62;-1.5;-1.08;59;85;56;-0.24;5;10;55.94;63.68;57.08;28.77;28.76;40.24;37.5;13.79;-1.61;-1.05;2.58;6.71;7.97;9.93;6.6;9.21;8.25;8.03
9.4;40.28;475;41.18;18.1;0.02;0;366.03;-32.3;-1;-1;64.8;75.5;8;88;4.6;4640;4640;0;1;368;12.5;-1.5;-1.08;59;85;56;-0.25;5;10;55.95;63.68;57.09;28.79;28.78;40.25;37.52;13.81;-1.61;-1.02;2.58;6.76;8.01;9.96;6.58;9.21;8.27;8.02
9.5;40.37;475;41.18;17.63;0.07;0;366.1;-32.14;-1;-1;64.8;75.5;8;88;4.61;4640;4640;0;1;368;12.5;-1.5;-1.08;59;85;56;-0.26;5;10;55.96;63.68;57.09;28.81;28.79;40.26;37.54;13.84;-1.61;-1;2.58;6.81;8.05;10;6.57;9.21;8.28;8.01
9.6;40.47;475;41.18;17.13;0;0;366.1;-31.94;-1;-1;64.8;75.5;8;88;4.61;4640;4640;0;1;368;12.5;-1.5;-1.08;59;85;56;-0.27;5;10;55.97;63.68;57.1;28.83;28.81;40.27;37.55;13.87;-1.61;-0.97;2.58;6.86;8.1;10.03;6.55;9.21;8.3;8.01
9.7;40.54;475;41.18;17.63;-0.07;0;366.1;-32.02;-1;-1;64.8;75.5;8;88;4.61;4640;4640;0;1;368;12.5;-1.5;-1.08;59;85;56;-0.28;5;10;55.98;63.68;57.11;28.84;28.83;40.28;37.57;13.89;-1.61;-0.95;2.58;6.91;8.14;10.07;6.53;9.21;8.32;8
9.8;40.61;475;41.33;16.87;-0.02;0;366.1;-32.72;-1;-1;64.8;75.5;8;88;4.62;4640;4640;0;1;368;12.5;-1.5;-1.08;59;85;56;-0.28;5;10;55.99;63.68;57.12;28.86;28.85;40.28;37.58;13.92;-1.6;-0.92;2.58;6.93;8.16;10.11;6.51;9.21;8.34;7.99
9.9;40.68;475;41.33;18.27;-0.03;0;366.05;-33.23;-1;-1;64.8;75.5;8;88;4.62;4640;4641.28;0;1;368;12.5;-1.5;-1.08;59;85;56;-0.29;5;10;55.99;63.68;57.13;28.88;28.86;40.3;37.59;13.95;-1.6;-0.89;2.58;6.91;8.13;10.16;6.51;9.21;8.35;7.99
10;40.72;475;41.29;18;0;0;365.9;-33.33;-1;-1;64.8;75.5;8;88;4.63;4640;4661.27;0;1;368;12.5;-1.5;-1.08;59;85;56;-0.3;5;10;56.01;63.68;57.14;28.89;28.88;40.32;37.6;13.99;-1.59;-0.87;2.58;6.88;8.1;10.21;6.52;9.2;8.36;7.99
10.1;40.65;475;41.21;19;0.04;0;365.85;-33.31;-1;-1;64.8;75.5;8;88;4.63;4640;4680;0;1;368;12.63;-1.5;-1.08;59;85;56;-0.31;5;10;56.03;63.69;57.15;28.91;28.9;40.33;37.61;14.02;-1.58;-0.84;2.58;6.86;8.08;10.27;6.53;9.19;8.36;7.99
10.2;40.78;475;41.65;16.37;0.25;0;366;-33.01;-1;-1;64.8;75.5;8;88;4.63;4640.76;4680;0;1;367.98;12.75;-1.5;-1.08;59;85;56;-0.31;5;10;56.04;63.7;57.16;28.93;28.92;40.35;37.62;14.06;-1.57;-0.81;2.58;6.83;8.05;10.32;6.54;9.18;8.37;7.99
10.3;41;475;41.48;17.63;0.18;0;366.01;-33.19;-1;-1;64.8;75.5;8;88;4.64;4660.76;4680;0;1;367.48;12.75;-1.5;-1.08;59;85;56;-0.31;5;10;56.06;63.71;57.16;28.95;28.93;40.37;37.63;14.09;-1.56;-0.79;2.58;6.8;8.02;10.37;6.55;9.17;8.38;7.99
10.4;41;475;41.61;19.5;-0.09;0;365.71;-34.44;-1;-1;64.8;75.5;8;88;4.64;4680;4680;0;1;367;12.75;-1.5;-1.08;59;85;56;-0.31;5;10;56.08;63.72;57.17;28.96;28.95;40.39;37.64;14.13;-1.55;-0.76;2.58;6.78;8;10.42;6.56;9.16;8.39;7.99
10.5;41.06;475;41.65;20.37;0.07;0;365.47;-35.27;-1;-1;64.8;75.5;8;88;4.65;4680;4680;0;1;367;12.75;-1.5;-1.08;59;85;56;-0.31;5;10;56.1;63.73;57.18;28.98;28.97;40.4;37.65;14.16;-1.54;-0.74;2.58;6.75;7.97;10.48;6.57;9.16;8.4;7.99
10.6;41.11;475;41.68;18.63;0.2;0;365.37;-35.17;-1;-1;64.8;75.5;8;88;4.65;4680;4680;0;1;367;12.75;-1.5;-1.08;59;85;56;-0.31;5;10;56.11;63.74;57.19;29;28.99;40.42;37.65;14.2;-1.54;-0.71;2.58;6.72;7.95;10.53;6.58;9.15;8.41;7.99
10.7;41.2;475;41.65;21;0.04;0;365.28;-35.18;-1;-1;64.8;75.5;8;88;4.65;4680;4680;0;1;367;12.75;-1.5;-1.08;59;85;56;-0.31;5;10;56.13;63.75;57.2;29.02;29;40.44;37.66;14.23;-1.53;-0.68;2.58;6.7;7.92;10.58;6.58;9.14;8.42;7.99
10.8;41.18;475;41.48;19.13;0.14;0;365.23;-35.43;-1;-1;64.8;75.5;8;88;4.66;4680;4680;0;1;367;12.75;-1.5;-1.08;59;85;56;-0.31;5;10;56.15;63.75;57.21;29.03;29.02;40.46;37.68;14.27;-1.52;-0.66;2.58;6.69;7.9;10.62;6.59;9.13;8.43;8
10.9;41.34;475;42.25;21.1;0.02;0;365.2;-35.82;-1;-1;64.8;75.5;8;88;4.66;4680;4680;0;1;367;12.75;-1.5;-1.07;59;85;56;-0.31;5;10;56.17;63.76;57.22;29.05;29.04;40.47;37.72;14.29;-1.52;-0.64;2.58;6.71;7.88;10.65;6.6;9.12;8.43;8
11;41.38;475;42.4;19.13;-0.23;0;365.2;-36.52;-1;-1;64.8;75.5;8;88;4.67;4680.38;4680;0;1;366.98;12.75;-1.5;-1.06;59;85;56;-0.31;5;10;56.17;63.77;57.23;29.07;29.06;40.49;37.75;14.32;-1.52;-0.63;2.58;6.73;7.86;10.67;6.6;9.11;8.44;8.01
11.1;41.47;475;42.25;23.13;-0.21;0;365.12;-37.32;-1;-1;64.8;75.5;8;88;4.67;4690.38;4680;0;1;366.48;12.75;-1.5;-1.06;59;85;56;-0.3;5;10;56.17;63.77;57.23;29.09;29.07;40.51;37.79;14.35;-1.52;-0.63;2.58;6.74;7.85;10.7;6.6;9.1;8.45;8.02
11.2;41.5;475;42.25;21.27;0.14;0;364.87;-38.32;-1;-1;64.8;75.5;8;88;4.67;4699.62;4680;0;1;366;12.75;-1.5;-1.05;59.02;85;56;-0.3;5;10;56.17;63.77;57.24;29.1;29.09;40.53;37.82;14.37;-1.52;-0.62;2.58;6.76;7.83;10.73;6.6;9.09;8.46;8.03
11.3;41.59;475;42.25;24;0.15;0;364.65;-38.84;-1;-1;64.8;75.5;8;88;4.68;4689.62;4681.26;0;1;366;12.75;-1.5;-1.04;59.52;85;56;-0.29;5;10;56.17;63.77;57.25;29.12;29.11;40.54;37.86;14.4;-1.52;-0.61;2.58;6.78;7.81;10.75;6.6;9.09;8.47;8.04
11.4;41.63;475;42.4;23.76;0.1;0;364.5;-38.34;-1;-1;64.8;75.5;8;88;4.68;4680;4701.26;0;1;366;12.75;-1.5;-1.03;60;85;56;-0.28;5;10;56.17;63.77;57.26;29.14;29.13;40.56;37.89;14.43;-1.52;-0.6;2.58;6.8;7.79;10.78;6.6;9.08;8.48;8.05
11.5;41.7;475;42.4;23.5;0.16;0;364.37;-38.09;-1;-1;64.8;75.5;8;88;4.68;4680;4720;0;1;366;12.75;-1.5;-1.02;60;85;56;-0.27;5;10;56.17;63.77;57.27;29.16;29.14;40.58;37.93;14.45;-1.52;-0.59;2.58;6.81;7.78;10.81;6.6;9.07;8.49;8.06
11.6;41.75;475;42.53;25;0.14;0;364.27;-38.39;-1;-1;64.8;75.5;8;88;4.68;4680.75;4720;0;1;366;12.75;-1.5;-1.01;60;85;56;-0.27;5;10;56.17;63.77;57.28;29.17;29.16;40.6;37.96;14.48;-1.52;-0.58;2.58;6.83;7.76;10.83;6.6;9.06;8.5;8.07
11.7;41.79;475;42.58;25.37;0.04;0;364.22;-38.68;-1;-1;64.8;75.5;8;88;4.68;4700.73;4720;0;1;366;12.88;-1.5;-1;60;85;56;-0.26;5;10;56.17;63.77;57.29;29.19;29.18;40.61;38;14.5;-1.52;-0.57;2.58;6.85;7.74;10.86;6.6;9.05;8.5;8.07
11.8;41.85;475;42.4;25.25;0.06;0;364.27;-38.93;-1;-1;64.8;75.5;8;88;4.68;4720;4720;0;1;366;13;-1.5;-1;60;85;56;-0.25;5;10;56.17;63.77;57.29;29.21;29.2;40.63;38.02;14.53;-1.52;-0.56;2.58;6.85;7.72;10.88;6.6;9.04;8.51;8.08
11.9;41.88;475;42.28;24.39;0.15;0;364.32;-38.88;-1;-1;64.8;75.5;8;88;4.68;4720;4720;0;1;366;13;-1.5;-1.01;60;85;56;-0.24;5;10;56.17;63.77;57.3;29.23;29.21;40.64;38.03;14.56;-1.52;-0.56;2.59;6.82;7.69;10.9;6.6;9.05;8.51;8.07
12;41.85;475;42.4;25.11;0.22;0;364.37;-38.18;-1;-1;64.8;75.5;8;88;4.68;4720;4720;0;1;366;13;-1.5;-1.02;60;85;56;-0.24;5;10;56.18;63.77;57.31;29.24;29.23;40.65;38.04;14.6;-1.52;-0.55;2.61;6.79;7.67;10.91;6.6;9.05;8.5;8.06
12.1;41.97;475;42.4;23.5;0.21;0;364.42;-37.81;-1;-1;64.8;75.5;8;88;4.68;4720;4720;0;1;366;13;-1.5;-1.03;60;85;56;-0.23;5;10;56.19;63.78;57.31;29.26;29.25;40.66;38.05;14.63;-1.52;-0.54;2.63;6.77;7.64;10.93;6.6;9.06;8.49;8.05
12.2;41.96;475;42.4;25;0.2;0;364.47;-38.16;-1;-1;64.8;75.5;8;88;4.68;4720;4720;0;1;366;13;-1.5;-1.04;60;85;56;-0.24;5;10;56.2;63.79;57.31;29.28;29.27;40.67;38.06;14.67;-1.52;-0.53;2.65;6.74;7.61;10.95;6.6;9.07;8.48;8.04
12.3;41.97;475;42.4;23.39;0.13;0;364.5;-38.35;-1;-1;64.8;75.5;8;88;4.68;4720;4720;0;1;366;13;-1.5;-1.04;60;85;56;-0.26;5;10;56.2;63.8;57.31;29.3;29.28;40.68;38.06;14.7;-1.52;-0.52;2.66;6.72;7.59;10.97;6.6;9.08;8.48;8.03
12.4;42;475;42.4;24.5;0.18;0;364.5;-38.2;-1;-1;64.8;75.5;8;88;4.72;4720;4720;0;1;366;13;-1.5;-1.05;60;85;56;-0.28;5;10;56.21;63.81;57.31;29.31;29.3;40.69;38.07;14.74;-1.52;-0.51;2.68;6.69;7.56;10.98;6.6;9.09;8.47;8.02
12.5;42.02;475;42.22;23.11;0.13;0;364.53;-38.08;-1;-1;64.8;75.5;8;88;4.72;4720;4720;0;1;366;13;-1.5;-1.06;60;85;56;-0.29;5;10;56.22;63.81;57.31;29.33;29.32;40.69;38.08;14.77;-1.52;-0.5;2.7;6.66;7.54;11;6.6;9.1;8.46;8.01
12.6;42.12;475;42.1;24.28;0.07;0;364.63;-38.03;-1;-1;64.8;75.5;8;88;4.72;4720;4720;0;1;366;13;-1.5;-1.07;60;85;56;-0.31;5;10;56.23;63.82;57.31;29.35;29.34;40.7;38.09;14.81;-1.52;-0.49;2.71;6.64;7.51;11.02;6.6;9.11;8.45;8.01
12.7;42.09;475;41.93;22.89;0.06;0;364.78;-37.64;-1;-1;64.8;75.5;8;88;4.72;4720;4720;0;1;366;13;-1.5;-1.08;60;85;56;-0.32;5;10;56.24;63.83;57.31;29.37;29.35;40.71;38.1;14.84;-1.52;-0.49;2.73;6.61;7.48;11.04;6.6;9.12;8.44;8
12.8;42.16;475;41.89;22.28;0.06;0;365.03;-36.49;-1;-1;64.8;75.5;8;88;4.72;4720;4720;0;1;366;13;-1.5;-1.08;60;85;56;-0.34;5;10;56.25;63.84;57.31;29.38;29.37;40.72;38.11;14.88;-1.52;-0.48;2.75;6.57;7.48;11.05;6.6;9.12;8.43;7.99
12.9;42.17;475;41.65;20.33;0.06;0;365.25;-35.4;-1;-1;64.78;75.5;8;88;4.72;4720;4726.19;0;1;366;13;-1.5;-1.08;60;85;56;-0.35;5;10;56.26;63.85;57.31;29.4;29.38;40.74;38.13;14.91;-1.52;-0.47;2.76;6.52;7.51;11.05;6.58;9.13;8.42;7.99
13;42.28;475;41.41;20.28;0.05;0;365.4;-34.45;-1;-1;64.73;75.5;8;88;4.72;4720.73;4826.18;0;1;366.04;13;-1.5;-1.08;60;85;56;-0.37;5.02;10;56.27;63.85;57.31;29.42;29.39;40.77;38.15;14.95;-1.52;-0.46;2.77;6.47;7.53;11.05;6.57;9.14;8.4;7.99
13.1;42.28;475;40.4;18.72;0.03;0;365.55;-33.8;-1;-1;64.7;75.5;8;88;4.72;4740.63;4926.15;0;1;367.03;13;-1.5;-1.08;60;85;56;-0.38;5.07;10;56.27;63.85;57.32;29.44;29.4;40.79;38.16;14.98;-1.52;-0.45;2.78;6.42;7.56;11.05;6.55;9.15;8.38;7.99
13.2;42.34;475;39.89;17.89;0.1;0;365.7;-33.8;-1;-1;64.7;75.5;8;88;4.72;4762.65;5025.65;0;1;368;13.01;-1.5;-1.08;60;85;56;-0.37;5.12;10;56.28;63.85;57.33;29.45;29.41;40.82;38.18;15.02;-1.52;-0.44;2.79;6.36;7.58;11.05;6.53;9.16;8.36;7.99
13.3;42.38;475;39.48;17.61;0.05;0;365.83;-33.61;-1;-1;64.7;75.5;8;88;4.72;4862.63;5125.17;0;1;368;13.26;-1.5;-1.08;60;85;56;-0.37;5.17;10;56.29;63.85;57.34;29.47;29.42;40.85;38.2;15.05;-1.52;-0.43;2.8;6.31;7.61;11.05;6.51;9.17;8.35;7.99
13.4;42.36;475;39.3;15.89;-0.07;0;365.93;-33.01;-1;-1;64.7;75.5;8;88;4.72;4962.62;5225.16;0;1;368;13.51;-1.5;-1.08;60;85;56.01;-0.36;5.22;10;56.3;63.85;57.35;29.49;29.43;40.87;38.22;15.09;-1.52;-0.42;2.81;6.26;7.64;11.05;6.5;9.18;8.33;7.99
13.5;42.36;475;39.15;16.22;0.07;0;366.05;-32.36;-1;-1;64.7;75.5;8;88;4.72;5062.6;5325.15;0;1;368;13.76;-1.5;-1.08;60;85;56.51;-0.35;5.27;10;56.31;63.85;57.36;29.51;29.43;40.9;38.23;15.12;-1.52;-0.42;2.81;6.21;7.66;11.05;6.48;9.19;8.31;7.99
13.6;42.38;475;39;13.5;0.02;0;366.2;-31.61;-1;-1;64.7;75.5;8;88;4.72;5162.33;5425.14;0;1;368;14.01;-1.5;-1.08;60;85;57;-0.34;5.32;10;56.32;63.85;57.36;29.52;29.44;40.92;38.25;15.16;-1.52;-0.41;2.82;6.15;7.69;11.05;6.46;9.19;8.29;7.99
13.7;42.42;475;38.49;14;-0.04;0;366.35;-30.88;-1;-1;64.7;75.5;8;88;4.72;5252.34;5525.14;0;1;368;14.26;-1.5;-1.08;60;85;57;-0.34;5.37;10;56.33;63.85;57.37;29.54;29.45;40.95;38.27;15.19;-1.52;-0.4;2.83;6.1;7.72;11.05;6.44;9.2;8.28;7.99
13.8;42.4;475;37.87;11.61;-0.04;0;366.5;-30.18;-1;-1;64.7;75.5;8;88;4.72;5342.86;5625.13;0;1;368.01;14.51;-1.5;-1.08;60;85;57;-0.33;5.42;10;56.33;63.85;57.38;29.56;29.46;40.98;38.29;15.23;-1.52;-0.39;2.84;6.1;7.74;11.05;6.43;9.21;8.26;7.99
13.9;42.42;475;37.45;12;-0.05;0;366.68;-29.4;-1;-1;64.7;75.5;8;88;4.72;5452.85;5720;0;1;368.51;14.76;-1.5;-1.08;60;85;57;-0.32;5.47;10;56.34;63.85;57.39;29.58;29.48;41;38.3;15.25;-1.52;-0.38;2.84;6.17;7.76;11.07;6.41;9.21;8.25;7.97
14;42.37;475;36.98;10.11;0;0;366.93;-28.45;-1;-1;64.7;75.5;8;88;4.72;5562.07;5720;0;1;369;15.01;-1.5;-1.08;60;85;57;-0.31;5.5;10;56.35;63.86;57.39;29.59;29.49;41.01;38.32;15.28;-1.52;-0.37;2.83;6.24;7.77;11.09;6.39;9.2;8.24;7.95
14.1;42.37;475;36.79;9.78;0.05;0;367.16;-27.48;-1;-1;64.7;75.5;8;88;4.72;5642.06;5720;0;1;369;15.26;-1.5;-1.08;60;85;57;-0.31;5.5;10;56.36;63.87;57.39;29.61;29.51;41.03;38.34;15.31;-1.52;-0.36;2.82;6.31;7.79;11.11;6.37;9.19;8.23;7.93
14.2;42.38;475;36.38;8.5;0.02;0;367.36;-26.48;-1;-1;64.7;75.5;8;88;4.72;5720;5720;0;1;369;15.5;-1.5;-1.08;60;85;57;-0.32;5.5;10;56.37;63.88;57.39;29.63;29.53;41.05;38.36;15.33;-1.52;-0.35;2.81;6.38;7.81;11.12;6.36;9.18;8.22;7.92
14.3;42.39;475;36.05;7.39;0.02;0;367.53;-25.61;-1;-1;64.7;75.5;8;88;4.72;5720;5721.02;0;1;369;15.5;-1.5;-1.08;60;85;57;-0.34;5.5;10;56.38;63.88;57.39;29.65;29.55;41.07;38.37;15.36;-1.52;-0.35;2.8;6.45;7.83;11.14;6.34;9.17;8.21;7.9
14.4;42.32;475;35.4;7.22;-0.24;0;367.63;-25.01;-1;-1;64.7;75.5;8;88;5.52;5720;5741.02;0;1;369;15.5;-1.5;-1.08;60;85;57;-0.35;5.5;10;56.39;63.89;57.39;29.66;29.56;41.08;38.39;15.39;-1.52;-0.34;2.79;6.52;7.84;11.16;6.32;9.16;8.2;7.88
14.5;42.28;475;35.4;6;-0.3;0;367.76;-24.52;-1;-1;64.7;75.5;8;88;5.52;5720;5760;0;1;369;15.5;-1.5;-1.08;60;85;57;-0.37;5.5;10;56.4;63.9;57.39;29.68;29.58;41.1;38.41;15.41;-1.52;-0.33;2.78;6.59;7.86;11.18;6.3;9.16;8.2;7.86
14.6;42.34;475;35.13;6.11;-0.13;0;367.96;-24.27;-1;-1;64.7;75.5;8;88;5.52;5720.51;5760;0;1;369;15.5;-1.5;-1.08;60;85;57;-0.38;5.5;10;56.4;63.91;57.39;29.7;29.6;41.12;38.43;15.44;-1.52;-0.32;2.78;6.66;7.88;11.19;6.29;9.15;8.19;7.85
14.7;42.29;475;34.25;5.39;-0.17;0;368.16;-23.8;-1;-1;64.7;75.5;8;88;5.52;5740.51;5760;0;1;369;15.5;-1.5;-1.08;60;85;57;-0.4;5.5;10;56.41;63.92;57.39;29.72;29.62;41.14;38.44;15.46;-1.52;-0.31;2.77;6.73;7.89;11.21;6.27;9.14;8.18;7.83
14.8;42.27;475;33.4;6;-0.33;0;368.36;-22.85;-1;-1;64.7;75.5;8;88;5.52;5760;5760;0;1;369.01;15.5;-1.5;-1.08;60;85;57;-0.41;5.5;10;56.42;63.93;57.39;29.73;29.63;41.15;38.46;15.49;-1.52;-0.3;2.76;6.77;7.9;11.21;6.25;9.13;8.17;7.82
14.9;42.24;475;32.11;3.5;-0.29;0;368.58;-21.96;-1;-1;64.7;75.5;8;88;5.52;5760;5760;0;1;369.51;15.5;-1.5;-1.08;60;85;57;-0.43;5.5;10;56.43;63.94;57.39;29.75;29.66;41.17;38.49;15.52;-1.51;-0.3;2.75;6.78;7.89;11.2;6.25;9.13;8.17;7.83
15;42.14;475;30.42;3.78;-0.23;0;368.83;-21.21;-1;-1;64.7;75.5;8;88;5.52;5760;5760;0;1;370;15.5;-1.5;-1.08;60;85;57;-0.44;5.5;10;56.43;63.94;57.39;29.77;29.68;41.17;38.52;15.54;-1.5;-0.3;2.74;6.79;7.88;11.18;6.25;9.13;8.17;7.84
15.1;42.09;475;29.31;2.39;-0.2;0;369.11;-20.23;-1;-1;64.7;75.5;8;88;5.52;5760;5760;0;1;370;15.5;-1.5;-1.08;60;85;57;-0.46;5.5;10;56.43;63.94;57.39;29.79;29.71;41.18;38.54;15.57;-1.49;-0.3;2.73;6.8;7.88;11.16;6.25;9.13;8.17;7.85
15.2;42.03;475;28.75;1.28;-0.21;0;369.46;-18.73;-1;-1;64.7;75.5;8;88;5.52;5760.25;5760;0;1;370.03;15.5;-1.5;-1.08;60;85;57;-0.44;5.5;10;56.43;63.94;57.39;29.8;29.73;41.19;38.57;15.59;-1.48;-0.3;2.72;6.81;7.87;11.14;6.25;9.13;8.17;7.86
15.3;41.97;475;27.76;-2;-0.35;0;369.89;-16.99;-1;-1;64.7;75.5;8;88;5.52;5770.25;5761.01;0;1;371.03;15.5;-1.5;-1.08;60;85;57;-0.43;5.5;10;56.43;63.94;57.39;29.82;29.76;41.2;38.6;15.62;-1.47;-0.3;2.71;6.82;7.86;11.13;6.25;9.13;8.17;7.87
